100	46030
200	117701
300	197795
400	343830
500	522784
600	749925
700	1064645
800	1322668
900	1603144
1000	1975629
1100	2424038
1200	3101707
1300	4100576
1400	6531334
1500	7293437
1600	6949690
1700	8735296
1800	7227812
1900	8284015
2000	10217607
2100	13149064
2200	10081984
2300	11146966
2400	12382870
2500	16915823
2600	17474029
2700	28622594
2800	18837161
2900	26363283
3000	22664362
3100	27934141
3200	26589469
3300	25052151
3400	27266255
3500	28798958
3600	36164186
3700	39579205
3800	40383158
3900	42661040
4000	44022402
4100	48681391
4200	55477850
4300	49878320
4400	54003770
4500	54414756
4600	61736345
4700	55897256
4800	58343065
4900	67849897
5000	66156021
5100	66912963
5200	70579198
5300	76880122
5400	76138543
5500	82555629
5600	89769775
5700	102691068
5800	109360672
5900	106157333
6000	116592443
6100	126833566
6200	140097398
6300	122924918
6400	177936145
6500	241127133
6600	152099964
6700	158586794
6800	163653895
6900	177052448
7000	204334168
7100	186184372
7200	206388996
7300	171456663
7400	177028217
7500	182031911
7600	194733556
7700	168105764
7800	184173526
7900	240152957
8000	200532404
8100	254318742
8200	286534862
8300	289325594
8400	285190467
8500	247438375
8600	252256200
8700	261227303
8800	284857509
8900	275751269
9000	362905181
9100	414428803
9200	310660918
9300	340676240
9400	317470120
9500	388411124
9600	341793749
9700	396851836
9800	372683226
9900	380215167
10000	410203014
10100	389546156
10200	422104607
10300	433030861
10400	856227932
10500	597732846
10600	528725031
10700	544036191
10800	481218168
10900	536650812
11000	884995849
11100	598245084
11200	579594667
11300	602093432
11400	641083233
11500	639725197
11600	648260994
11700	694556423
11800	678747415
11900	711717192
12000	722384036
12100	613226872
12200	512222015
12300	553116285
12400	496821471
12500	477882260
12600	479261596
12700	482337220
12800	484610852
12900	497013497
13000	493151542
13100	501592975
13200	511011400
13300	565115642
13400	520548609
13500	561459135
13600	587763017
13700	670795432
13800	841881681
13900	1188019181
14000	1081672310
14100	760175521
14200	705675576
14300	724910238
14400	2128945874
14500	2087261495
14600	836428537
14700	759126056
14800	784229493
14900	754086583
15000	977299450
15100	902161658
15200	867971681
15300	1296918417
15400	1768460087
15500	829587727
15600	796636356
15700	796788185
15800	828018250
15900	857423034
16000	882770304
16100	825887602
16200	939344259
16300	924943481
16400	819769961
16500	856944984
16600	848538063
16700	874421821
16800	969352895
16900	929047649
17000	1009983143
17100	1047066632
17200	962203259
17300	994724231
17400	997904481
17500	1051651150
17600	1074776523
17700	1113347648
17800	1564602134
17900	1082960394
18000	1133575527
18100	1111989634
18200	1066437772
18300	1098176784
18400	1143695422
18500	1148379259
18600	1136731942
18700	1188892167
18800	1184282698
18900	1182125198
19000	1141887693
19100	1176046202
19200	1184536357
19300	1200988096
19400	1269957352
19500	1263096879
19600	1287333573
19700	1613202197
